no,name,rarity,attribute,story,cutin1,cutin2,cutin3
1701,[帝哭王]ヴェスパ,6,水,帝国最高司令官たるヴェスパの放った「宣戦」は、その兵およそ百万から自由と意志の両を奪い、代わりに無為なる力と遺志を与えた。鳴る、咆こう。有象無象の其れは波のように、寄せては返しやがて肥大し「世界」と「月」とを堕とすべく、うねりを増していく。そしてヴェスパは閉じた目を開き、今、王都へと向け進軍を開始した。彼女の目指す「平和」の為に、たとえいかなる犠牲を胎み生もうとも、あるいは「大災厄」のあの刻より、全て仕組まれ計画された罠だったとしても。,
1702,[描王]ニア,6,光,「大災厄」を越えた先、ニアは「彼」との旅を続けていた。かたや数多の竜を斬り伏せながら、かたやのんびり絵を描きながら、二人は共に道を歩む。巡る季節と巡る土地、巡り出会った人々は、視えはせずとも彼女の心に、新たな色と光を灯していった。しかしそれでも、ニアの瞳は映しはしない。呪い解けゆく「彼」の身体が、欠け、朽ち、灰になり逝く様を。そして彼女と「彼」の踏む道が、いずれ解れて、別れる先を。,
1703,[遺王]ニア,6,光,世界は今、起きているのか、眠っているのか。二アの瞳が視る其れは暗く、静寂に包まれている。かつて見た美しき情景も、温かき人々も、あるいは「彼」も、今はもう枯れそこには無い。それでも彼女は道を征く。欠け逝く記憶の中にある、微かに残る線を踏みながら、ほのかに灯る色を頼りにして。そして数多の星が空に降る、この開じ逝く世界の最果てにて、ニアは、彼女が遺す最期の「絵」を描き始めた。,
1704,[帝刻王]クロノ,6,闇,血と硝煙の香りが強く、そこに悪い留まっていた。壁は歪な朱に染まり、幾人もの亡骸が横たわるその暗い廊にて、クロノは一人歩を進める。老いし竜化の咎持つ者、番の咎持つ幼き者たち、かつての友の忘れ形見。そして視線の先、壁にもたれて静かに眠る、白き毒持つ彼女の姿。もはや動かぬ冷えたその手に、クロノは熱無き己の手の平を重ねる。皆の覚悟に非礼無く、ゆえに彼の心に怒りは無い。しかしそれでもその目は、体は、血は滾り、ゆえに終なる戦へと向け、刻の針は進む。,
1705,[処刑王]クロノ,6,闇,欠け、割れ始めた己の体。それでも一つの躊躇いも無く、有象無象の兵たちへと向け、クロノは己の弾丸を放つ。その血を纏いし死の僧は、一、十、百と瞬く間に屍の山を築き上げ、たとえ同じく刻が進むも、彼の歩みが止まる事は無い。そして山と山との間を駆け、ついに至る帝国最上。そこには一つの水槽があった。紅き水にて満ちる其れに、浮かぶはかつて屠った「男」の骸。しかしクロノの眼前にはもう一人、その骸と全く同じ姿の男が、佇み、彼を見据えていた。,
1706,[挙争王]G.S,6,火,打ち、鳴る拳。Ｇ．Ｓは「兄」の放った「狂犬」たちを、端から叩き砂に沈める。砂塵を搔き分け来たる其れらを、次から次へと文字通り、己が純たる「血」を燃やし。ゆえについに、頭痛に狂う兄の首へとその拳が至る時、しかし限界は唐突に訪れる。重く、砂漠に膝をつくＧ．Ｓ。血は枯れ、視界は白く濁る。その端に、醜悪な笑みを浮かべる兄の顔を捉えつつ、彼の意識は暗く沈んでいった。と思った、その時。突如遥かな上空から、間の抜けた絶叫と共に、朱色の犬が降って来た。,
1707,[戦争王]G.S,6,火,「戦争」は、ついに王都を呑み込まんとしていた。百万に足る帝国、従属、奴隷の兵が、まるで野を灼く黒炎の如く、地を埋め尽くし蠢いている。くゆらす紫煙の先の其れを、丘の上からＧ．Ｓは見下ろしていた。もはやだれにも止める術無く、しかしそれこそ彼が望む、最大にして最期の好機であった。やがて落ちる、灰。そしてＧ．Ｓはその光景と背を向け、傍らに立つ見慣れぬ「姉」、即ち身体と「心」を入れ替えたドーラと共に、帝国への道を歩み出した。,
1708,[境廻神]ディオーネ,6,水,生と死の、その境界にディオーネはいた。腹から零れる鮮血が、彼女の纏う蒼き衣を脈動と共に紅く染める。次第に傷が熱持つ中、揺らぐ視界に、荒れる呼吸。まるで彼の日の酔いのようだと、彼女は微笑み天を仰いだ。あるいはそれは「神」のように、果たしてそれは「人」のように。そしてディオーネは眼前に立つ、記憶も記録も「心」も喪くし、ただ依り代へとなり堕ちた、かつての友へと向かい、踊る。,
1709,[境壊神]ディオーネ,6,水,双つの剣が流麗に踊り、神を象る「依り代」たちの手、脚、腹、首、心臓を貫き、斬り裂き、離し、つぐませる。「天」の機構が崩れた今、倒れれば朽ち、二度とは覚めず腐り逝く神々。しかし、其れらは再び胎動する。双つの剣を携え舞う、たった一人の心臓を止めるべく。魂と魄とを司る、その神の手のひらの上で。もはや立つべき境界は無い。ゆえにこそディオーネは「神」で無く、また「人」で無く、ただ己自身の道を果たす為、その選択を世界に刻む。,まだ足りないか、半端者,終わりを、刻む！
1710,[療術王]オズワルド,6,光,<span style="color:#FF1493"><strong>「いりょうにっし　だい３６６５ごう」</strong></span><br class="spacer">肋骨、胸骨３２対、右肺５２個、左肺４５個、かん臓、ひ臓、すい臓、じん臓、それら合わせて７７つ。脊髄２２８本。小腸３里、大腸８里。あとは胃の腑を１０８ほど。これで準備は整った。随分時間は掛かったが、小さき友の助力もあり、魔女の示した刻限にも間に合った。あとはこれらをすべて運んで、並べて端から治療するのみ。さてそれでは、久方ぶりの旅行へと出掛けるとしよう。
1711,[繋術王]オズワルド,6,光,<span style="color:#FF1493"><strong>「いりょうにっし　さいしゅうごう」</strong></span><br class="spacer">おめでとう、手術は見事成功した。王都の地下のこの薄暗さの中、何度か手元は狂ったものの、およそ致命の失敗も無く、無事、心臓は「生き」始めた。惜しむらくは、足りぬ部品の調達先、つまりは僕の心臓が止まり逝く事だが、それもまったく問題は無い。なぜなら患者が再び「生き」始めれば、再び「世界」と繋がってくれたのなら、僕はただそれだけで、とっても満足なのだから。
1712,[始書王]ユリイカ,6,闇,始まりはただ、一つの願い。<br class="spacer">一つの月が六月を欺き、そして全ては始まった。<br class="spacer"><br class="spacer">最古の王は月を追われ、月の墓場に竜は放たれ。<br class="spacer">滅び、願い、幾度もの災厄を越え。<br class="spacer"><br class="spacer">刻まれるべき、最果ての書。<br class="spacer">唯その一つの為のみに、積もり重ねた幾千の道。<br class="spacer"><br class="spacer">その道を、歩み征く刻。,
1713,[終書王]ユリイカ,6,闇,禁書の館に、雪が降る。彼女が歩みを進めるごとに、積もり積もった「書」の数々が、端から燃えて砕け散る。そして無間に連なる書棚から舞い堕ちる、その灰色の熱持たぬ雪が、積もり積もって「道」を刻む。誰も彼もが逝き、消えた世界。果に立つのはユリイカのみ。ゆえにその手、その筆が最期の書へと今、至る。しかしその刻、厳かに、あるいは粗暴に音も無く、速やかもしくはゆっくりと館の扉が開かれてゆく。月光に照らされ延びる影の始端。果たして其処には、君が居た。,
1714,かぼちろ,6,無,<span style="color:#FF1493"><strong>成長用（レベルアップ合成用）<br class="spacer"></strong></span>ひょんなことからいたずらされて、ちいさくなったよりしろ。ほかのよりしろにくらべてあまいものが好き。,
1715,
1716,[電子嬢]アクワイアちゃん,6,火,と或る祝祭の日、勢いあまり「2.5次元」の世界から飛び出してきた女の子。以来「2.5次元」と「ゲンジツ」を事由に行き来できる不思議な体質となった。普段は「2.5次元」の世界で暮らしているが、自身の世界には存在しない「ゲィム」と呼ばれる品を物色する為、ちょくちょく「ゲンジツ」へと訪れる。中でも「アキハバラ」という土地をいたく気に入り、己が聖地として讃えている。尚、「アクワイアくん」なる存在が報告されているが、彼女との関連は不明である。,
1717,[電子好]アクワイアちゃん,6,火,と或る祝祭の日、勢いあまり「2.5次元」の世界から飛び出してきた女の子。以来「2.5次元」と「ゲンジツ」を事由に行き来できる不思議な体質となった。普段は「2.5次元」の世界で暮らしているが、自身の世界には存在しない「ゲィム」と呼ばれる品を物色する為、ちょくちょく「ゲンジツ」へと訪れる。中でも「アキハバラ」という土地をいたく気に入り、己が聖地として讃えている。尚、「おかし」に目が無いらしく、「ＳＮＳ」上での呟きが多数観測されている。,ひっさつわざだよ☆（＞ω・）,dis:Connect
1718,[電障姫]悪ワイアちゃん,6,闇,<span style="color:blue"><strong>尖り過ぎたアイディア達の墓場<br class="spacer"></strong></span>・バーチャルアイドル（７０代）・指相撲オンライン・ダンシング寿司・おっさんだけの日常系アニメ・１時間限定ガチャ引き放題・普通の事しか言わない普通ＴＶ・玄関開けたら大魔王・本格邪道ＲＰＧ・絶対寿司要塞・世紀末アラフォー伝説・スマホ６台で福笑い・よりしろ迷子センター・働いてるから勝ちＴシャツ・絶対売れるタイトル→勇者と魔王が異世界なわけがない・回復不可能なＲＰＧ・８月９６３５日、天気晴れ・大人の事情で人類滅亡,ぐっモーニン！（` ε ´ *）,モッテけぇ＼"(*` ω´*)ノ,dis:Connect
1719,[株]あくわいあ,6,火,とがったものでなければ、ココロに突きささらない。とがったものでなければ、常識に風穴を開けることはできない。モノをつくる私たちは、自分自身の感性を研ぎ澄ませよう。誰かのマネをするのではなく、個性を磨きつづけよう。目指すのは、世界にただひとつだけのゲームだ。私たちが生みだす新しいワクワクで、ゲームはまだまだおもしろくできる。非日常を楽しむためのゲームが、丸くなってどうする。さぁ、もっと鋭く。,dis:Connect
1720,[株]アクワイア,6,火,ココロに、さされ。,dis:Connect
1721,となしろ（合成用）,6,無,<span style="color:#FF1493"><strong>レベルアップ合成用</strong></span><br class="spacer">聖夜に生まれた、希少なよりしろ。他のよりしろに比べてややリード。,
1722,にわより（成長用）,5,無,<span style="color:#FF1493"><strong>成長用（レベルアップ合成・進化合成用）<br class="spacer"></strong></span>初空の下、突然生まれた希少なよりしろ。他のよりしろに比べてやや上昇志向。,
