no,name,rarity,attribute,story,cutin1,cutin2,cutin3
1,アレン,3,火,代々、王国の騎士を務める家系に生まれ、自らもまた騎士を目指し修練に励む少年。ドラゴンを討伐することより、いかに街や人々を守り抜くかということを考えて行動している。より多くの人を守れるようになるため、国衛騎士団への入団試験でもある武闘大会への出場を決意した。,ボクだってやれるんだ！,これが全身全力だ！,必ず守ってみせる！
2,戦士アレン,4,火,武闘大会で優勝した事で、その実力が認められ、晴れて国衛騎士団への入団が叶った青年。共に騎士団へと入団した仲間たちとは、そのまっすぐすぎる正義感ゆえに意見がぶつかることも多い。しかし、絶対に曲げないその騎士道精神は、次第に多くの者の共感を集めつつある。,皆を守る！それだけだ！,これで終わりさ！,絶対に帰還させる！
3,王国騎士アレン,5,火,国衛騎士団団長としてたくましく成長したアレン。自ら過酷な状況に飛び込んでいく勇ましさは衰えず、むしろ実力が伴った分、前にも増して拍車が掛かっている。ただ、そこに仲間を巻き込むことは決してせず、先祖からの教え「絶対帰還」を仲間にも厳守させている。,王国騎士団の剣を受けろ！,これが未来を信じる力だ！,誰も死なせはしない！
4,カイン,3,闇,幼い頃に両親を亡くし、一人孤独に生きてきた少年。力こそが全てであり、その妨げになるものには一切興味を示さない。この世のどこかにあるという「邪竜の魔眼」を手に入れる手がかりを探すため、王都へとやってきた。,愚衆風情が！,俺の前から消え去れ愚衆！,これが俺の力だッ！！
5,勇士カイン,4,闇,探し続けている「邪竜の魔眼」の情報を求め参加した武闘大会での活躍が認められ、国衛騎士団へと入団した青年。しかし、いまやその興味の矛先は、武闘大会で自分を打ち負かしたアレンに向いている。今はドラゴン討伐を通じて、日々アレンと競い合っている。,鈍間め！見えてるぞ！,八つ裂きにしてやる！,受け取れ！闇の洗礼を！
6,近衛騎士カイン,5,闇,「邪竜の魔眼」を手に入れ闇の力に目覚めた魔騎士。魔眼は全ての死線を見極め、対象に確実な死をもたらす。その力はドラゴンを倒すごとに強まっており、更なる力を求めカインはドラゴンを狩り続ける。全てのドラゴンを狩り終えた時その槍の矛先が向けられるのは果たして……。,俺には全てが見えている！,邪眼の覚醒を見ろ！愚衆！,邪眼は全てを駆逐する！
7,ルカ,3,水,太古から続く竜人の血を引く部族の娘。その血筋は限りなく薄まってはいるが、それでも常人よりは遥かに寿命が長く、既に齢は100を超えている。長きに渡る人とドラゴンの戦いを終わらせるため竜人の祖先とされる人物を探していたが、その者が現れたと聞き及び王都を訪れた。,私に見えぬ風は無い！,射抜け我が羽矢！,受けてみよ！竜人の力！
8,範士ルカ,4,水,難関の試験を突破し、国衛騎士団へと入団した竜人族の娘。ほんの些細な興味心で訪れた武闘大会で見た火の剣士と闇の戦士との戦いは、彼女の部族に伝わる伝説の序章と瓜二つの展開であった。その伝説の結末を見届けるため、彼女は国衛騎士団への入団を決意した。,竜人の矢を受けてみろ！,何の足しにもならん！,これで貴様は袋の鼠だ
9,遊撃手ルカ,5,水,一族総勢100人を率い、ドラゴンに立ち向かう竜人族の族長。火の剣士と闇の戦士の大決闘の後、一時的に騎士団を離れていたが、世界に散った竜人族の生き残りを集め、再び王都に舞い戻った。いずれ訪れる最終決戦に向け、「禁書館」にて着々と準備を進めている。,竜人の怒りを感じろ！,竜の血で全てを浄化する！,貴様の勝機を奪う
10,マリア,3,光,この歳にして魔法術を極めている、この国の王の娘。まだ幼い頃に、ドラゴンから王都を守り犠牲になった王妃の事を強く尊敬している。一方父である国王の過保護っぷりには少々疲れを感じており、近頃ではこっそり街へ出て武闘大会の見学などをして楽しんでいる。,ここは私に任せて！,光の加護よ祝福よ！,回復なら任せてください！
11,司祭マリア,4,光,聖なる力で王都を守り、司祭として騎士団を指揮する若き指導者。武闘大会の最中に王都を襲ったドラゴンを火の剣士、闇の戦士、水の射手と共に撃退し、傷ついた者たちを一瞬にして癒すという奇跡を発現させた。「守る者」へと変わったその時、彼女はこの戦争の終わりを誓った。,やむを得ません！！,目覚めよ大地の精霊たち！,聖なる光で癒やします！
12,聖女マリア,5,光,謎の病に倒れた国王に代わり、民衆を率いドラゴンに立ち向かう聖女。幾度と無く奇跡を起こし王都を救ってきた彼女だが、それは仲間のおかげであると信じている。実は自身も国王と同じ病に侵されているが、その事実をひた隠し、皆の前では気丈に振る舞う。,光の祝福を我らに！,聖なる光で悪を討ちます！,精霊よ、我らに光を！
13,ラビ,1,火,幼馴染のアーロン、アナスタシア、カロルと共にドラゴン討伐を目指す、ごく普通の村の少年。小さなころから大人を相手に剣の修業を積んでいたので、剣の腕には多少の覚えがある。ドラゴンを討伐し、この世に平和をもたらす英雄になる日を夢見ている。,練習どおりに！,俺だってやれるさ！,本気でいくぞ！
14,カルル,1,水,漁師を生業とする家系に生まれた少年。ドラゴンやモンスターが海を荒らすことが許せず、元凶を退治するため討伐の旅に出る。幼い頃に亡くした父が語ってくれた、ある海姫の物語を心の拠り所とし、一人孤独に海を渡っている。,よし、チャンスだ！,勝機は逃さないさ！,ここが我慢のしどころさ
15,アレクセイ,1,光,同じ村の出身であるミハエルと共に、王国騎士の資格試験を受けるため、王都へとやって来た少年。結果、試験には惨敗し、ミハエルとの格の違いを見せつけられる結果となったが、それを転機に、真面目に修行に打ち込むようになった。,いくぞ！,我が剣にかけて！,傷の手当をしよう
16,ヴィクトール,1,闇,アーヴィングに付き従う、若き自警団員の少年。アーヴィングの強さ、カリスマ性に心酔しており、彼と行動を共にする事を生きがいとしている。ゆえに、彼が執心するリュドミラを快く思っておらず、いずれは村から排除しようと画策をしている。,消えちまいな！,さっさと消えろ！
17,ユーリー,1,無,動物の生態を調べることを趣味とし、村の裏の山林へと入り浸っている少年。もともとドラゴンにはあまり関心が無かったが、イノシシの姿にそっくりなドラゴンが存在すると知ってからは、その生態を探ることに没頭する毎日を送っている。,これも仕事だからな！,さっさと終わらせるぞ！,こっちの番だ！！
18,ラビ・プラーナ,2,火,この世に平和をもたらすことを目指し、ドラゴンを討伐する旅を続けている青年。数年に及ぶ戦いのなかで、剣の腕は一層磨かれた。また、自分の責で、かけがえの無い存在であったアナスタシアを失ってからは、仲間を思いやる冷静さも身に付け、仲間からの信頼は厚くなっている。,俺だってもう一人前だ！,俺の力はみんなのために！
19,カルル・ヴァルナー,2,水,漁師だった父を尊敬し、その父親が愛した海を守るためドラゴン討伐の旅を続ける青年。同時に、かつて父が語って聞かせてくれた海姫の伝説についても各地で言い伝えを聞き集めており、それを書にしたためている。いつか子供たちにその物語を語り聞かせるのが彼の今の夢である。,勝機に遠慮はしないさ,今回の賭けは俺の勝ちさ,勝てない賭けはしないのさ
20,アレクセイ・クレスト,2,光,王都で、王の護衛団員を務める若き騎士。騎士王アルトリウス直属の部下であり、騎士王からの信頼も厚く、その実力たるや、いまや王国騎士と比較してもなんら遜色は無い。また、アレクセイの個性として、守りに全力を尽くす、というスタンスが民衆からの支持を集めている。,突撃するぞ！,我が誇りにかけて！,傷を癒やさなければ
21,ヴィクトール・ストラーフ,2,闇,アーヴィングを慕い付き従ってきたヴィクトールだったが、彼の目が自分に向いてくれることは無かった。それどころか苦心して追い払ったリュドミラを捜索すると言い村から出ていった彼には既に怒りしか感じておらず、最早その剣はいつ狂気に走ってもおかしくない状態である。,消えろーっ！,そのまま消え去れ！,止まれと言っている！
22,ユーリー・ヴァロッツァ,2,無,幼い頃にイノシシのようなドラゴンに追い掛け回されて以来、すっかり動物が苦手になってしまった青年。しかし動物を嫌いになったわけでは無く、生態の調査は引き続き行なっている。その過程でドラゴンが謎の大量消失を遂げている事実を知り、更なる調査の必要性を感じている。,仕事はきっちり正確に！,残業はしない主義だ！,準備は万全に！
